x,y,code,name
-745.2171333361542,-96.14451961094568,C00002,Name_C00002
-352.6207112929867,-780.870136978167,C00003,Name_C00003
-927.312762883343,-0.4988907824084645,C00004,Name_C00004
-733.4370821307989,-866.3019233346439,C00005,Name_C00005
-691.1107333567904,882.7331536658677,C00006,Name_C00006
-104.46027940522515,276.76366546833464,C00007,Name_C00007
-89.15306271134777,182.3138752320379,C00008,Name_C00008
-183.36915944344722,-534.6993180861855,C00009,Name_C00009
772.6426522079668,-286.83200822460964,C00010,Name_C00010
-207.6168153949252,586.8538246667628,C00011,Name_C00011
-82.6404999855878,160.32428551308516,C00012,Name_C00012
13.607334164613722,936.2848089706922,C00013,Name_C00013
230.84646780931917,685.4166516921985,C00014,Name_C00014
765.1440592971346,-116.37557626855092,C00015,Name_C00015
49.57019898809601,316.2736065142039,C00016,Name_C00016
-186.95373499208077,-263.082873513681,C00017,Name_C00017
-47.47998906421926,371.7048017047943,C00018,Name_C00018
236.20240894226373,-587.7611340910956,C00019,Name_C00019
592.1921075083594,962.1231891872441,C00021,Name_C00021
309.9595325350559,767.4997024746519,C00023,Name_C00023
-545.3668876255832,-937.7864003343253,C00024,Name_C00024
312.45369947729273,-662.9564941959843,C00026,Name_C00026
34.30213686421792,-877.8509212225464,C00027,Name_C00027
-805.1639070577045,525.6984209246032,C00028,Name_C00028
-628.4355972877345,79.7949616982567,C00029,Name_C00029
-521.8784850873249,344.6454234037788,C00030,Name_C00030
-990.7866859952302,801.0707501094249,C00031,Name_C00031
-513.2969032207841,374.5281534320151,C00032,Name_C00032
-700.5420575008941,809.7411730831363,C00033,Name_C00033
-725.2404905757787,-431.43822574122294,C00034,Name_C00034
-107.33181834703039,-171.89182510486066,C00035,Name_C00035
-968.8771041529142,554.561063021602,C00036,Name_C00036
785.1694942499315,461.13287773368114,C00037,Name_C00037
667.1601118322523,-1005.8681048635352,C00038,Name_C00038
843.0851890797103,-948.3281996309902,C00039,Name_C00039
270.0379602969942,-710.6231404517008,C00040,Name_C00040
-762.743247170563,-34.29213050521946,C00041,Name_C00041
-94.29392630530128,461.5874125963699,C00042,Name_C00042
335.8664211605309,711.7574939807508,C00043,Name_C00043
-738.7980748059462,980.1899942577398,C00044,Name_C00044
847.2904006771735,893.8001921700171,C00045,Name_C00045
-632.053961340078,-975.4300002646183,C00046,Name_C00046
572.0114390381233,615.7155086607836,C00047,Name_C00047
947.2769558989237,-632.5315107015083,C00048,Name_C00048
-917.0220952998084,-287.6316075226381,C00049,Name_C00049
-698.0326938721597,-464.7279032365119,C00050,Name_C00050
712.5574941227595,189.21412549659652,C00051,Name_C00051
618.9852874725456,490.38346717615343,C00052,Name_C00052
697.296165048496,80.46976644697033,C00053,Name_C00053
214.18616988499286,948.2421260598621,C00054,Name_C00054
-713.674977316247,-486.63518690722674,C00055,Name_C00055
-181.57661270398793,441.1423002596688,C00056,Name_C00056
571.5717361872697,-129.50819174402548,C00057,Name_C00057
207.06079936851236,509.68618260236474,C00058,Name_C00058
-69.36213565400132,714.111246423618,C00059,Name_C00059
620.8704524815381,917.2952512128893,C00060,Name_C00060
-619.4745839049011,959.8767223120337,C00061,Name_C00061
162.9633952051011,916.4393228211818,C00062,Name_C00062
-135.61954157335907,153.30307908047138,C00063,Name_C00063
-744.2686942960365,-577.2792954408532,C00064,Name_C00064
169.73533447243886,-836.3535883155607,C00065,Name_C00065
-763.6084759722913,251.50154043400215,C00066,Name_C00066
68.32988426090026,175.99953535411476,C00067,Name_C00067
234.74523329910906,-903.9738686995531,C00068,Name_C00068
-349.19344827940427,-696.2387582099616,C00069,Name_C00069
-753.8496874896285,-667.5545370431493,C00070,Name_C00070
366.5639207917453,622.7500737927461,C00071,Name_C00071
827.9598979452518,881.5475344319188,C00072,Name_C00072
-221.27951657927804,-311.7360538059939,C00073,Name_C00073
317.6898447711719,746.8415356215071,C00074,Name_C00074
834.221463985942,158.29338146774455,C00075,Name_C00075
82.31255866708219,-167.71268890709098,C00076,Name_C00076
-893.99533383617,475.3456733158813,C00077,Name_C00077
320.9306064070139,-816.0921408230338,C00078,Name_C00078
695.9373613399032,948.7139219300826,C00079,Name_C00079
173.6207455864245,-71.44579263950604,C00080,Name_C00080
761.7542692186172,573.2623437168318,C00083,Name_C00083
721.854528935303,-911.6414196220935,C00084,Name_C00084
973.7357363725339,-332.2213456173657,C00085,Name_C00085
378.56676874711104,657.0789275792794,C00086,Name_C00086
-877.2828938184635,-569.405807909955,C00087,Name_C00087
506.02096948088155,-821.322851059034,C00088,Name_C00088
-844.1508022457087,731.4375720304132,C00089,Name_C00089
-686.059640156485,-536.5439006786229,C00090,Name_C00090
239.81512979871292,-181.16203978790665,C00091,Name_C00091
-898.2845126183234,-860.9403861422542,C00092,Name_C00092
277.00950378058985,-478.72044576349856,C00094,Name_C00094
495.04700073611036,-822.4735519844635,C00095,Name_C00095
357.2994904633831,-630.8814982118066,C00096,Name_C00096
-694.87741724761,-794.9859987151758,C00097,Name_C00097
541.6137332500783,-916.0055880528432,C00098,Name_C00098
782.9749779103829,-365.03210282204105,C00099,Name_C00099
575.7864683906629,413.25222712922726,C00100,Name_C00100
-724.734132285706,505.8869857030661,C00101,Name_C00101
-984.5668971155475,-557.9755196226167,C00102,Name_C00102
693.8426899149816,644.7850960967206,C00104,Name_C00104
863.0803133018753,160.1858432422542,C00105,Name_C00105
107.27208251106705,-625.778456859647,C00106,Name_C00106
186.04943859796873,-965.7620644843756,C00107,Name_C00107
42.40566749289936,-968.9207312455053,C00108,Name_C00108
230.19626991888407,399.5554048964683,C00109,Name_C00109
760.9071702901188,-99.608937057292,C00110,Name_C00110
-726.9680617105098,475.44788289913737,C00111,Name_C00111
-694.9300806739324,816.229705008963,C00112,Name_C00112
-879.0767339801249,-58.04084535407298,C00113,Name_C00113
569.4943395828418,-398.7539156796254,C00114,Name_C00114
47.74772548332171,517.9098425173412,C00115,Name_C00115
1010.0258171732166,703.924841216428,C00116,Name_C00116
-910.2504405701816,563.7648559435344,C00118,Name_C00118
577.975547267391,-133.1224275939321,C00119,Name_C00119
114.44671039427563,131.81730598232156,C00120,Name_C00120
241.96409294448011,-150.7878021118086,C00121,Name_C00121
12.337772720116003,-594.1376796717104,C00122,Name_C00122
-274.8494342559674,28.386980271086532,C00123,Name_C00123
-574.7680559079859,557.0819784836052,C00124,Name_C00124
807.7469835645984,231.37270833450086,C00125,Name_C00125
-256.30813849603123,-450.5987797966516,C00126,Name_C00126
632.3474527194572,872.5494392025277,C00127,Name_C00127
809.8910593485767,985.1832211646824,C00128,Name_C00128
-542.6241096768746,965.9983964854343,C00129,Name_C00129
-231.12952797229246,973.0315702593355,C00130,Name_C00130
520.0446245842123,205.452048895763,C00131,Name_C00131
153.29040839960118,-811.5480965869367,C00132,Name_C00132
-10.990490176505446,-184.45522757976687,C00133,Name_C00133
-142.6798720998363,-633.2888387525259,C00134,Name_C00134
-782.7727122246959,288.2555507189458,C00135,Name_C00135
-358.8435393991058,-402.9610525964049,C00136,Name_C00136
388.86375462181195,-789.6830578620636,C00137,Name_C00137
-232.6574856711861,273.362941663912,C00138,Name_C00138
-122.41774785501613,285.30035123168597,C00140,Name_C00140
293.45407097063077,-939.6869722951552,C00141,Name_C00141
432.0264310293208,146.50108409903748,C00142,Name_C00142
611.701495000033,-458.58568307819996,C00143,Name_C00143
786.6717836535615,-420.9812897783103,C00144,Name_C00144
-129.08255233807614,435.996543684818,C00145,Name_C00145
-599.0935901498474,101.12629706479497,C00146,Name_C00146
-817.0824700785479,-32.68912495756314,C00147,Name_C00147
-128.02333414731663,-508.6971712073845,C00148,Name_C00148
313.32945153191343,-997.0696087518919,C00150,Name_C00150
1.0155598095357519,-449.6699682106455,C00151,Name_C00151
404.2219597149565,-593.6940822860633,C00152,Name_C00152
-957.7181209118356,-262.62393559058046,C00153,Name_C00153
743.3776047644118,847.2714145253376,C00154,Name_C00154
-306.7783169372183,188.9009462807674,C00156,Name_C00156
67.24347691703802,-172.60584880095615,C00157,Name_C00157
347.67098867197666,1.7614000333778321,C00158,Name_C00158
233.08205406742186,-806.0184866519926,C00159,Name_C00159
152.08362211166627,-901.2776075672161,C00160,Name_C00160
388.2245894963535,-572.2161449014063,C00161,Name_C00161
845.7823481620514,787.534567718561,C00162,Name_C00162
-764.3718653444133,640.3989699540267,C00163,Name_C00163
-222.6852816600437,483.90103921812914,C00164,Name_C00164
-80.22724405464481,-58.515897020813256,C00165,Name_C00165
705.7491389732199,932.7007222638277,C00166,Name_C00166
-447.00883425709833,-609.2401842882695,C00167,Name_C00167
394.9625368102595,-163.39788215610884,C00168,Name_C00168
-562.0872462516621,-629.5130794401409,C00169,Name_C00169
-233.61542670174805,-36.532669880609895,C00170,Name_C00170
608.9212600726914,-405.35736732421054,C00171,Name_C00171
-833.9105211057865,792.3216438260556,C00172,Name_C00172
-672.9084788732516,1010.3134939739379,C00173,Name_C00173
-366.4640706517322,103.01557174631395,C00174,Name_C00174
814.37338033157,867.7377658347849,C00175,Name_C00175
-911.6713043995799,-489.5424560645541,C00176,Name_C00176
-480.4908848031424,-294.35558178749085,C00177,Name_C00177
-546.4711284381892,-92.00173482009687,C00178,Name_C00178
-923.0075172252122,407.6780412497846,C00179,Name_C00179
427.0456001294783,561.9549394397908,C00180,Name_C00180
-85.01069346743742,-55.955351552969276,C00181,Name_C00181
454.87805977749025,349.6097796987437,C00182,Name_C00182
469.03434925263036,491.9897935993199,C00183,Name_C00183
858.6625284828779,866.2030153675461,C00184,Name_C00184
154.92340168845513,245.1564910347919,C00185,Name_C00185
-987.4409536844947,-664.4603097158432,C00186,Name_C00186
-789.7807749235361,-562.9072443071257,C00187,Name_C00187
-747.064805505389,529.0182039673712,C00188,Name_C00188
819.7173625025349,392.7153281233792,C00189,Name_C00189
356.1411364567503,250.65355810241925,C00190,Name_C00190
-284.79167699830316,300.60122439778615,C00191,Name_C00191
-655.9158902247166,940.2739376182305,C00192,Name_C00192
-692.2964661120762,-972.7715734422138,C00193,Name_C00193
588.8085137215246,312.77376246004155,C00194,Name_C00194
-239.97096762944403,1.5135973351472654,C00195,Name_C00195
-380.1239056807208,-813.6965897003387,C00196,Name_C00196
166.36296434663424,-533.5349158004915,C00197,Name_C00197
-662.8932493129787,236.3863669515015,C00198,Name_C00198
498.10989715062516,-1024.0872183472272,C00199,Name_C00199
-834.3912566389329,-866.7023590473443,C00200,Name_C00200
-89.39503023867344,948.5632090913241,C00201,Name_C00201
44.934999744107074,-186.12116354732515,C00202,Name_C00202
24.892509664619578,-91.05851491220074,C00203,Name_C00203
108.88424484305233,81.62616916026924,C00204,Name_C00204
515.7640037284822,-943.3335895380011,C00205,Name_C00205
-95.6436459885586,421.61671570005427,C00206,Name_C00206
-460.89037848148143,-325.0877819720844,C00207,Name_C00207
908.0660262293203,627.6155686593096,C00209,Name_C00209
741.417309159291,-494.48385905730254,C00210,Name_C00210
-428.58910512957374,36.14786360642016,C00211,Name_C00211
423.9441991598981,588.3637509661446,C00212,Name_C00212
37.03754646878047,900.7846312668236,C00213,Name_C00213
657.3771638884936,-966.1509235258638,C00214,Name_C00214
43.217532187883826,78.84569133844032,C00215,Name_C00215
-719.5545094887677,111.35978679271429,C00216,Name_C00216
-646.6920749584872,796.878138895815,C00217,Name_C00217
-770.7520624248639,-371.4203035586325,C00218,Name_C00218
-524.5303093355914,377.82566554737406,C00219,Name_C00219
-3.498523687998599,657.1746691439081,C00220,Name_C00220
234.5805878622619,214.1357998534541,C00221,Name_C00221
119.36726789958807,-738.5557677992745,C00222,Name_C00222
826.3186753131602,-699.987297820945,C00223,Name_C00223
169.7670711697123,416.84655217884836,C00224,Name_C00224
-7.852144408360477,138.718829380434,C00225,Name_C00225
477.73051289907426,-676.5092742224724,C00226,Name_C00226
-223.23749284098778,-773.9582592187479,C00227,Name_C00227
-98.47318337261876,661.7889424710218,C00228,Name_C00228
-725.4365585460827,-145.4680679106117,C00229,Name_C00229
84.0710335515261,526.5898861841769,C00230,Name_C00230
-384.33862315155716,-360.25794090678016,C00231,Name_C00231
-354.15919098642274,-137.38366449706112,C00232,Name_C00232
918.8035083425368,673.3707416909223,C00233,Name_C00233
-784.3629971522954,755.8480019607656,C00235,Name_C00235
541.6314611849155,-940.2165868895723,C00236,Name_C00236
458.8838088503796,-573.2014868362942,C00237,Name_C00237
524.0039287385064,1000.5475064383942,C00238,Name_C00238
114.21720872162904,495.3504829654495,C00239,Name_C00239
428.54137527980293,-257.4752622019142,C00240,Name_C00240
861.4372405497572,-852.9956288444172,C00241,Name_C00241
963.9918327104269,621.580864233743,C00242,Name_C00242
909.8163123870811,-289.1025985673682,C00243,Name_C00243
731.9329765390881,669.5502276127628,C00244,Name_C00244
485.46644616970315,-710.9415985812841,C00245,Name_C00245
-513.4129019721139,813.92724065931,C00246,Name_C00246
-733.4054308461554,-316.69823833360533,C00247,Name_C00247
366.23277322594964,736.1116981291636,C00249,Name_C00249
-967.1342531852788,323.27218640893335,C00250,Name_C00250
-20.470478896914557,-425.77161638554196,C00252,Name_C00252
-333.533165764778,915.9740248937339,C00253,Name_C00253
689.9937102299671,466.3522615409556,C00254,Name_C00254
-130.6950958636774,-632.3800129856126,C00255,Name_C00255
72.60247580498826,746.0315775558493,C00256,Name_C00256
-713.134805095763,640.5965107135978,C00257,Name_C00257
187.4342020558511,-285.2285082192353,C00258,Name_C00258
-143.0324362598075,680.6960237372605,C00259,Name_C00259
-274.04452271232014,-296.22966591281283,C00260,Name_C00260
-441.9702147148038,-1010.8447260006552,C00261,Name_C00261
502.9712301121223,-946.9756628911133,C00262,Name_C00262
-920.3678571149991,-217.1295016529733,C00263,Name_C00263
-976.6823474313566,794.4400393476496,C00264,Name_C00264
97.30037950087342,82.8562723300421,C00265,Name_C00265
-142.96075149390356,679.491955324309,C00266,Name_C00266
204.08469475156858,545.5754749781195,C00267,Name_C00267
-935.6113371013615,-763.1891384797057,C00268,Name_C00268
-708.3376852002328,-827.5505040957362,C00270,Name_C00270
120.28140369364789,-351.9060751377418,C00271,Name_C00271
-209.4741955626347,-649.8211555272478,C00272,Name_C00272
534.4793984508967,-462.86837789978256,C00273,Name_C00273
-989.9158849516404,-48.55902574136603,C00274,Name_C00274
844.5512146989818,396.8146233366579,C00275,Name_C00275
893.9990258361678,862.2504135684483,C00276,Name_C00276
