x,y,code,name
-100.79404503524731,-61.018235801562405,C00001,Name_C00001
-745.6674257222817,-83.34551544866407,C00002,Name_C00002
-332.41211772706976,-806.6762361098212,C00003,Name_C00003
-944.9379059116608,-18.126805045146458,C00004,Name_C00004
-750.3171746404626,-889.3242332924332,C00005,Name_C00005
-699.3781617180719,868.8403723529174,C00006,Name_C00006
-105.07296493868328,293.14751347497287,C00007,Name_C00007
-107.82050841626717,183.9556822941118,C00008,Name_C00008
-186.6462523430402,-528.1945468283817,C00009,Name_C00009
764.0890702445431,-286.03592524739486,C00010,Name_C00010
-212.79346086557757,568.1049997314495,C00011,Name_C00011
-77.73930068030364,174.34195334228914,C00012,Name_C00012
10.945330891815487,953.7810903411257,C00013,Name_C00013
231.37012183806746,722.2433981734757,C00014,Name_C00014
775.0807131234749,-101.2402197415964,C00015,Name_C00015
-199.6268273677862,-279.44093948344175,C00017,Name_C00017
-66.70880668385894,375.7307089394457,C00018,Name_C00018
230.15600915425017,-588.9492566471057,C00019,Name_C00019
473.3713304044953,-205.92909462237768,C00020,Name_C00020
675.5346397425244,-531.5315069083539,C00022,Name_C00022
321.69485581571024,773.278599155793,C00023,Name_C00023
-538.1852539972213,-944.5017438714062,C00024,Name_C00024
-146.33836128662404,849.0909427578765,C00025,Name_C00025
35.58438692668759,-886.5485417792888,C00027,Name_C00027
-779.7571116329323,516.0158580734507,C00028,Name_C00028
-630.8566773692824,78.24764803127229,C00029,Name_C00029
-515.0676408070094,344.8233577300336,C00030,Name_C00030
-983.5005391622487,807.6130599928903,C00031,Name_C00031
-516.7651145550445,379.3120203686752,C00032,Name_C00032
-731.7571291089392,829.9473223019921,C00033,Name_C00033
-731.2489116586707,-479.866438716745,C00034,Name_C00034
-112.88562290975642,-163.40972008122063,C00035,Name_C00035
-985.9186885247502,589.9205887430531,C00036,Name_C00036
777.5298413375131,446.9229692105024,C00037,Name_C00037
671.6090839405496,-1029.5535008506079,C00038,Name_C00038
853.9573673740841,-959.8119274003059,C00039,Name_C00039
267.58729351376485,-690.7059193063402,C00040,Name_C00040
-746.3513582603601,-51.489180599280736,C00041,Name_C00041
-86.40669396289563,488.71861340085746,C00042,Name_C00042
338.957458792595,712.5042338010619,C00043,Name_C00043
-750.0037201547597,987.345771944672,C00044,Name_C00044
