x,y,code,name
-115.79676850157873,-79.13659581138202,C00001,Name_C00001
-774.5350805911452,-70.7352617541313,C00002,Name_C00002
-368.8387085382835,-822.7888642413898,C00003,Name_C00003
-944.0355535787178,2.5852742823403076,C00004,Name_C00004
-717.4813551226933,-900.8481457604022,C00005,Name_C00005
-686.1437272374822,867.3014684196568,C00006,Name_C00006
-124.50692280025349,271.3993570441377,C00007,Name_C00007
-52.187417957029815,182.07969661024703,C00008,Name_C00008
-180.78746644918388,-523.2860908956378,C00009,Name_C00009
708.2989096242095,-281.1285784445367,C00010,Name_C00010
-232.7226148003633,586.9395710010343,C00011,Name_C00011
-156.03082754331655,178.46128519391686,C00012,Name_C00012
33.78402531223182,902.8670207572466,C00013,Name_C00013
238.15363070134413,670.4203547963014,C00014,Name_C00014
761.6589842392348,-92.67408712109943,C00015,Name_C00015
79.86629554936721,359.6877497774251,C00016,Name_C00016
-165.38134952487616,-255.1473409976582,C00017,Name_C00017
-16.27149471632796,336.64228590877167,C00018,Name_C00018
277.67333882776154,-594.9401606932624,C00019,Name_C00019
469.5245373508877,-248.7823457246872,C00020,Name_C00020
625.0025600851985,955.0595736929898,C00021,Name_C00021
695.8361652025055,-515.6504171146075,C00022,Name_C00022
306.7887619441091,769.3495211535537,C00023,Name_C00023
-517.8322805359418,-937.6544768489973,C00024,Name_C00024
-131.51537287084074,850.1839421467278,C00025,Name_C00025
302.5128575965936,-672.3798529804258,C00026,Name_C00026
50.73955372179262,-907.7123493871657,C00027,Name_C00027
-623.0782084545293,101.78463939398415,C00029,Name_C00029
-514.9923120420425,383.1605826285329,C00030,Name_C00030
-978.9586884105116,812.5094446123832,C00031,Name_C00031
-501.0132073906716,390.89190136641946,C00032,Name_C00032
-685.8914690373884,831.7371405290876,C00033,Name_C00033
-718.2145230211472,-442.7378744652668,C00034,Name_C00034
-97.76233114439738,-164.0810962853461,C00035,Name_C00035
-980.6753045190982,568.8910196361555,C00036,Name_C00036
781.2511287033873,438.9473417186723,C00037,Name_C00037
679.1991536640744,-997.5478681275567,C00038,Name_C00038
820.5404905404009,-907.6655411216195,C00039,Name_C00039
274.9872394953275,-690.3765924582075,C00040,Name_C00040
-781.4934872509915,-49.16239941433634,C00041,Name_C00041
