x,y,code,name
-129.37068203971697,-89.02859007545207,C00001,Name_C00001
-769.3100497887008,-79.54416891810695,C00002,Name_C00002
-370.40425125137875,-800.8884093340284,C00003,Name_C00003
-938.8353923459938,8.31821250064522,C00004,Name_C00004
-723.4051717296583,-892.3029366676969,C00005,Name_C00005
-687.1556489373852,861.3902358757069,C00006,Name_C00006
-121.83191927941115,284.83721767947947,C00007,Name_C00007
-52.9781517861594,185.07414696567503,C00008,Name_C00008
-186.8685095186538,-511.41717969062125,C00009,Name_C00009
724.0761539675036,-279.2871913366667,C00010,Name_C00010
-243.3602798188151,590.17676769095,C00011,Name_C00011
-149.59588528930666,175.89597237898488,C00012,Name_C00012
23.125401223395265,917.2364879751693,C00013,Name_C00013
222.59219704968248,669.7347936722421,C00014,Name_C00014
758.3624398641117,-102.57386613327407,C00015,Name_C00015
82.70743222194584,345.483234041392,C00016,Name_C00016
-176.25104894478812,-263.94869559369283,C00017,Name_C00017
-17.743924897774413,353.9329143105728,C00018,Name_C00018
263.8998292294582,-592.2587834481149,C00019,Name_C00019
475.6617158768934,-244.3587047348261,C00020,Name_C00020
612.8303867421812,959.2489324226696,C00021,Name_C00021
684.3506138955572,-516.3146246664979,C00022,Name_C00022
305.8738967785767,768.095892709888,C00023,Name_C00023
-148.26508970479125,848.6014951288255,C00025,Name_C00025
306.7348396388106,-676.2412955889564,C00026,Name_C00026
52.96273324585143,-900.6133611768995,C00027,Name_C00027
-754.161691667512,517.0492875172595,C00028,Name_C00028
-621.2976388428183,89.94902124734372,C00029,Name_C00029
-530.2869231306379,371.3066924154918,C00030,Name_C00030
-978.126446474431,804.8129033239924,C00031,Name_C00031
-501.54076780508746,404.42773491636035,C00032,Name_C00032
-687.0870068800863,818.6946346070595,C00033,Name_C00033
-723.5275981105319,-445.36847287883677,C00034,Name_C00034
-94.19769935170856,-159.97157705880494,C00035,Name_C00035
-969.4669012784726,589.5136555636225,C00036,Name_C00036
794.031396568741,450.60066795923854,C00037,Name_C00037
675.8298420724807,-1005.5921007367338,C00038,Name_C00038
280.3341120202311,-688.3438594790864,C00040,Name_C00040
-781.9890406551714,-43.7682759112369,C00041,Name_C00041
-85.04479699626222,469.77930853601276,C00042,Name_C00042
324.65126938393377,702.3855157845787,C00043,Name_C00043
-707.4561547461618,968.7854468025834,C00044,Name_C00044
892.4806180907723,876.2254314984391,C00045,Name_C00045
-601.6312595891948,-952.2530333474739,C00046,Name_C00046
552.7233900115789,610.8962309984937,C00047,Name_C00047
959.742108724297,-588.1216426484593,C00048,Name_C00048
-953.0216126766187,-290.73969074217086,C00049,Name_C00049
-705.8342924328751,-438.5929288596037,C00050,Name_C00050
719.8254210659062,201.11612147352605,C00051,Name_C00051
624.5247916628884,492.9327954480638,C00052,Name_C00052
720.4750916410399,56.68464821332633,C00053,Name_C00053
204.4841630106341,959.222481016499,C00054,Name_C00054
-693.3812976287421,-497.85616765092516,C00055,Name_C00055
-213.13581179989941,452.568766068868,C00056,Name_C00056
569.1276334110541,-125.29947640211347,C00057,Name_C00057
225.45552301042144,507.2944414681469,C00058,Name_C00058
-69.65768115556698,692.9818394832009,C00059,Name_C00059
605.3629674775967,921.5319882455551,C00060,Name_C00060
-614.67022973741,926.8508027170944,C00061,Name_C00061
-128.86178584733733,117.44951265899478,C00063,Name_C00063
-747.944287852064,-579.8063363700458,C00064,Name_C00064
170.105009157325,-845.6097862741807,C00065,Name_C00065
-780.5919616217467,302.3214910383924,C00066,Name_C00066
